Date,Open,High,Low,Close,Adj Close,Volume
06-01-2022,133,133.149994,129.600006,130,130,23780419
07-01-2022,130,131.449997,129,129.25,129.25,22846951
10-01-2022,130.5,130.899994,129.399994,130.199997,130.199997,11389370
11-01-2022,131,132.5,130,131.300003,131.300003,15396652
12-01-2022,132.100006,132.899994,131.600006,132.25,132.25,8004430
13-01-2022,132.5,133.449997,132.350006,133.100006,133.100006,6535224
14-01-2022,133.100006,134.449997,132.050003,133.600006,133.600006,9443928
17-01-2022,133.600006,134.5,133,134,134,7515979
18-01-2022,134.5,134.600006,132.800003,133.050003,133.050003,9428096
19-01-2022,131.699997,132.399994,128.25,129.199997,129.199997,27812341
20-01-2022,127.949997,130.699997,125,125.199997,125.199997,23290545
21-01-2022,125.150002,125.150002,112.550003,113.650002,113.650002,59805922
24-01-2022,114,114.199997,90.949997,91.349998,91.349998,167044739
25-01-2022,90.949997,100.449997,84.150002,100.449997,100.449997,138336211
27-01-2022,98,98,90.449997,90.5,90.5,106488772
28-01-2022,93.599998,96.449997,88.800003,89.550003,89.550003,61452438
31-01-2022,91.349998,92.5,89.650002,90.400002,90.400002,20203799
01-02-2022,91.75,95.800003,91.050003,94.550003,94.550003,32606751
02-02-2022,95.75,99.75,94.800003,98.900002,98.900002,18674088
03-02-2022,98.5,98.5,96.099998,97.099998,97.099998,9769090
04-02-2022,97.199997,97.849998,93.599998,94.199997,94.199997,15354384
07-02-2022,95.099998,95.5,93.349998,93.550003,93.550003,10900141
08-02-2022,94.349998,94.650002,91.25,93.550003,93.550003,9026735
09-02-2022,94.5,95.449997,93.599998,94.199997,94.199997,7876462
10-02-2022,94.900002,95.400002,93,94.449997,94.449997,13257124
11-02-2022,92.75,92.75,86.5,88.699997,88.699997,39976783
14-02-2022,87,87,80.550003,82.449997,82.449997,35049550
15-02-2022,83.5,84.650002,75.75,82.699997,82.699997,106216252
16-02-2022,85,87,84.25,84.949997,84.949997,33106605
17-02-2022,86.5,90.099998,85.900002,89.150002,89.150002,29566401
18-02-2022,88.099998,88.400002,85.199997,85.900002,85.900002,15037123
21-02-2022,84.199997,84.800003,80.650002,81.550003,81.550003,18853339
22-02-2022,78,80.550003,77,79.699997,79.699997,28814770
23-02-2022,82,85.150002,81.199997,84.150002,84.150002,19847603
24-02-2022,78.650002,81.5,78.099998,78.5,78.5,22035319
25-02-2022,82,83.400002,78.150002,78.800003,78.800003,22876044
28-02-2022,79,80.949997,76.550003,79.949997,79.949997,41975659
02-03-2022,80,82,79,79.849998,79.849998,20353225
03-03-2022,81.5,83.199997,81.199997,82.199997,82.199997,16067224
04-03-2022,80.5,82.900002,79.5,80.199997,80.199997,15145236
07-03-2022,79,79.650002,78,79,79,9764606
08-03-2022,79.25,80.599998,77.599998,78.150002,78.150002,12381953
09-03-2022,79.449997,80.650002,78.900002,80.349998,80.349998,11887757
10-03-2022,82.550003,83.949997,81.699997,82.199997,82.199997,13476206
11-03-2022,82.400002,82.400002,79.5,79.900002,79.900002,18964704
14-03-2022,80.699997,80.699997,79,79.300003,79.300003,7261365
15-03-2022,79.300003,79.599998,76,76.550003,76.550003,18900800
16-03-2022,80,80,75.5,75.949997,75.949997,42383305
17-03-2022,77.199997,82,76.800003,80.849998,80.849998,34440238
21-03-2022,82,83.300003,79.25,80.400002,80.400002,28669864
22-03-2022,80.949997,81.900002,79.300003,81.150002,81.150002,23798591
23-03-2022,82,82,80.199997,80.75,80.75,12522850
24-03-2022,80.699997,82.349998,80.050003,80.349998,80.349998,12996477
25-03-2022,81,81.849998,80.25,80.599998,80.599998,13585986
28-03-2022,80.599998,81,79.150002,79.650002,79.650002,10034667
29-03-2022,80.050003,80.5,78.050003,78.199997,78.199997,13466521
30-03-2022,79,86,78.5,85.050003,85.050003,41305975
31-03-2022,88.699997,88.699997,81.75,82.300003,82.300003,34672910
01-04-2022,82.099998,85.599998,82.050003,84.300003,84.300003,15586812
04-04-2022,84.400002,87.699997,84.400002,86.25,86.25,18040882
05-04-2022,83,85.150002,82.349998,83.900002,83.900002,28433443
06-04-2022,83.75,85.300003,83.150002,84.550003,84.550003,10697018
07-04-2022,84.800003,85.25,82.25,82.5,82.5,9709022
08-04-2022,83.5,85.5,82.75,83.400002,83.400002,14851737
11-04-2022,83.150002,85.849998,83,84.449997,84.449997,17609808
12-04-2022,84.300003,84.300003,81,81.5,81.5,12913673
13-04-2022,82.5,88.300003,82.150002,83.900002,83.900002,52988189
18-04-2022,83.699997,84.400002,82.550003,82.900002,82.900002,14209908
19-04-2022,83.099998,83.900002,79.449997,80.449997,80.449997,13439870
20-04-2022,81.599998,82.300003,80,80.300003,80.300003,12797463
21-04-2022,81.099998,81.849998,80.650002,80.800003,80.800003,6780602
22-04-2022,80.699997,81.800003,80.199997,81.199997,81.199997,7211263
25-04-2022,80.5,81.599998,78.599998,78.75,78.75,16717052
26-04-2022,80.599998,80.900002,78.599998,79.599998,79.599998,9548939
27-04-2022,79.400002,79.599998,75.5,75.849998,75.849998,23626624
28-04-2022,77.349998,77.599998,73.5,73.849998,73.849998,21338831
29-04-2022,74.699997,74.849998,71.099998,71.75,71.75,24873682
02-05-2022,71.75,71.900002,68.75,69.5,69.5,18464589
04-05-2022,69.75,70,63.900002,64.449997,64.449997,43049544
05-05-2022,65.75,66.650002,60.5,61.150002,61.150002,40296393
06-05-2022,59.299999,62.299999,57.650002,60.5,60.5,47189321
09-05-2022,59.599998,60.400002,55.650002,56.75,56.75,38279098
10-05-2022,55.75,56.75,50.049999,52.450001,52.450001,45135581
11-05-2022,52,56.450001,50.299999,54.200001,54.200001,99812774
12-05-2022,53.799999,53.900002,51.049999,51.950001,51.950001,37338266
13-05-2022,53.299999,59.200001,52.25,56.849998,56.849998,79292212
16-05-2022,56.849998,57.700001,54.75,56.400002,56.400002,37036105
17-05-2022,56.099998,56.700001,55.150002,56.150002,56.150002,21460388
18-05-2022,56.099998,59.599998,55.849998,58.75,58.75,57728111
19-05-2022,56.5,56.849998,54.799999,55.349998,55.349998,31970099
20-05-2022,56.5,58.75,56.400002,58.049999,58.049999,32411623
23-05-2022,58.700001,60.5,56.599998,57.049999,57.049999,36830591
24-05-2022,57.950001,67.599998,57.900002,64.949997,64.949997,193577787
25-05-2022,65.699997,66.900002,60.650002,62.299999,62.299999,104446924
26-05-2022,61,62.5,59.599998,60.450001,60.450001,46556399
27-05-2022,63,63,61.5,62.049999,62.049999,32064280
30-05-2022,63.25,72.099998,62.599998,71.050003,71.050003,124103679
31-05-2022,68.5,77.699997,67.400002,74.650002,74.650002,184333915
01-06-2022,75.400002,79.800003,73.099998,74.699997,74.699997,127949782
02-06-2022,74.400002,74.400002,71.400002,71.949997,71.949997,47866809
03-06-2022,73.900002,74.849998,71.199997,72.150002,72.150002,35779760
06-06-2022,70,71.199997,69.199997,69.900002,69.900002,30078469
07-06-2022,69.699997,69.699997,64.75,65.400002,65.400002,41755337
08-06-2022,66,68.599998,64.099998,67.150002,67.150002,46697875
09-06-2022,66.199997,69.699997,65,68.699997,68.699997,47653877
10-06-2022,67.300003,69.699997,66.5,69,69,42040372
13-06-2022,67.5,68.300003,65.400002,67.5,67.5,34863276
14-06-2022,64.199997,70.75,64,70,70,66677006
15-06-2022,70.650002,71.900002,68.949997,70.199997,70.199997,33246369
16-06-2022,72,72,66.099998,67.199997,67.199997,41879881
17-06-2022,65.650002,69.400002,65.300003,67.050003,67.050003,33597224
20-06-2022,68,68,64.050003,65,65,27409011
21-06-2022,65.5,67.25,65.349998,66.050003,66.050003,22905677
22-06-2022,65.949997,68.599998,65,67.599998,67.599998,35026600
23-06-2022,67.050003,70,66.5,69.550003,69.550003,33785882
24-06-2022,71,71.849998,69.550003,70.5,70.5,23948418
27-06-2022,72.650002,72.699997,65,65.849998,65.849998,110751340
28-06-2022,65.699997,65.699997,59.650002,60.299999,60.299999,120959477
29-06-2022,58.75,61.450001,56.849998,57.299999,57.299999,96955320
30-06-2022,57.799999,59,53.349998,53.849998,53.849998,106893631
01-07-2022,54.150002,56.700001,52.549999,56.150002,56.150002,112078641
04-07-2022,54.5,55.799999,53.299999,54.299999,54.299999,56902459
05-07-2022,55.400002,55.900002,54.349998,55.450001,55.450001,51276627
06-07-2022,55.799999,55.799999,53.900002,54.349998,54.349998,32403447
07-07-2022,54.650002,55.150002,53.75,54.450001,54.450001,35759428
08-07-2022,55,55.299999,54.299999,54.799999,54.799999,21413556
11-07-2022,54.700001,56.5,54.200001,56.099998,56.099998,21739009
12-07-2022,55.900002,59.650002,55.5,59,59,57986568
13-07-2022,59,61.5,58,58.349998,58.349998,73383005
14-07-2022,58.400002,59,55.299999,55.650002,55.650002,43024089
15-07-2022,56.200001,56.200001,53.349998,53.900002,53.900002,47995067
18-07-2022,54.700001,55.099998,52.849998,53.599998,53.599998,47689463
19-07-2022,53.650002,54.400002,53.299999,53.950001,53.950001,35427093
20-07-2022,54.5,54.5,53.200001,53.400002,53.400002,37683099
21-07-2022,53.349998,54.450001,52.700001,53.5,53.5,29402446
22-07-2022,53.75,54,52.900002,53.650002,53.650002,27302087
25-07-2022,52.5,52.5,46,47.599998,47.599998,232841112
26-07-2022,46.599998,46.650002,41.200001,41.650002,41.650002,412304737
27-07-2022,40.849998,44.400002,40.599998,43.950001,43.950001,411205172
28-07-2022,44.900002,46.299999,43.049999,45.700001,45.700001,267544569
29-07-2022,45.599998,47.200001,44.549999,46.799999,46.799999,177187972
01-08-2022,46.799999,47.25,45.049999,46.299999,46.299999,135944043
02-08-2022,50,55.549999,48.400002,55.549999,55.549999,528899748
03-08-2022,52.5,56.900002,51.75,55.450001,55.450001,599688336
04-08-2022,55.75,58.650002,54.5,57.849998,57.849998,420183405
05-08-2022,57.900002,59.150002,53.25,54.599998,54.599998,315019033
08-08-2022,54.700001,56.200001,54.200001,55.450001,55.450001,178185076
10-08-2022,56.200001,56.549999,54.5,55.950001,55.950001,200699912
11-08-2022,56.900002,58.150002,56.349998,57.900002,57.900002,130942734
12-08-2022,58.099998,63.099998,57.900002,61.75,61.75,351208957
16-08-2022,62.650002,67.449997,62.5,64.25,64.25,250686966
17-08-2022,64.800003,65.599998,61.799999,65.25,65.25,258066522
18-08-2022,65.599998,69.25,65,67.099998,67.099998,303566868
19-08-2022,67.400002,68.25,60.150002,61.450001,61.450001,295737752
22-08-2022,61,62.849998,59.25,62,62,226773007
23-08-2022,62.299999,65.25,62.150002,64.449997,64.449997,218585102
24-08-2022,64.099998,64.199997,61.700001,62.200001,62.200001,116401002
25-08-2022,62.799999,63.200001,61.650002,62.099998,62.099998,81137105
26-08-2022,62.400002,62.700001,60.549999,61.849998,61.849998,87939030
29-08-2022,59.700001,60.549999,58.349998,59.200001,59.200001,98493347
30-08-2022,60.200001,61.25,57.299999,57.950001,57.950001,162054037
01-09-2022,58.700001,63.150002,58.25,62.450001,62.450001,192477817
02-09-2022,63.400002,63.400002,59.400002,59.75,59.75,137946710
05-09-2022,60.450001,60.799999,59.299999,59.650002,59.650002,84539046
06-09-2022,60.299999,60.799999,59.400002,59.700001,59.700001,70186636
07-09-2022,59.650002,60.400002,59.200001,59.5,59.5,59843737
08-09-2022,60.349998,62.5,59.799999,61.349998,61.349998,128430049
09-09-2022,62,63.650002,62,62.799999,62.799999,139369425
12-09-2022,63,63.200001,62.25,62.549999,62.549999,64044347
13-09-2022,63,66.599998,62.799999,65.449997,65.449997,199032705
14-09-2022,64.050003,65.150002,62.75,63.299999,63.299999,119824317
15-09-2022,64,64.900002,63.299999,64.599998,64.599998,88185944
16-09-2022,64.400002,65,61.099998,63.200001,63.200001,196537446
19-09-2022,64.199997,65.449997,63.450001,63.950001,63.950001,70453100
20-09-2022,64.900002,65.699997,62.400002,62.849998,62.849998,77904810
21-09-2022,63.299999,63.950001,62.400002,63.450001,63.450001,59131994
22-09-2022,62.900002,63.75,62.599998,63.299999,63.299999,34716572
23-09-2022,63,63.349998,60.400002,60.799999,60.799999,56730282
26-09-2022,60,60.650002,57.400002,57.799999,57.799999,65832873
27-09-2022,58.150002,59.75,56.950001,58.849998,58.849998,79641870
28-09-2022,57.799999,59.25,57.5,58.049999,58.049999,64334024
29-09-2022,59.200001,62,58.900002,61.200001,61.200001,76969699
30-09-2022,61.5,62.849998,59.75,62.349998,62.349998,71494895
03-10-2022,62,63.099998,61.200001,61.900002,61.900002,44528871
04-10-2022,63.099998,64.449997,63,64.050003,64.050003,47077008
06-10-2022,64.400002,66.150002,64.25,65.550003,65.550003,59866072
07-10-2022,65.150002,70.199997,64.599998,69.550003,69.550003,170879536
10-10-2022,68.400002,69.699997,67.5,68.699997,68.699997,87158481
11-10-2022,68.400002,69.199997,65,65.550003,65.550003,70171064
12-10-2022,65.650002,66.449997,63.049999,63.75,63.75,67799710
13-10-2022,64.099998,64.650002,61,61.25,61.25,73750800
14-10-2022,63,64.150002,61.599998,61.900002,61.900002,85139332
17-10-2022,61.900002,63.25,61.150002,62.650002,62.650002,56007734
18-10-2022,63.650002,64.400002,62.75,63,63,49431277
19-10-2022,63.400002,63.700001,61.5,62.049999,62.049999,52638798
20-10-2022,61.700001,62,60.849998,61.299999,61.299999,57513138
21-10-2022,61.799999,63.200001,61.299999,61.799999,61.799999,65825881
24-10-2022,62.900002,62.950001,62.049999,62.349998,62.349998,7775480
25-10-2022,62.700001,64.900002,62.400002,64.599998,64.599998,81043498
27-10-2022,64.099998,65.650002,63.5,65.099998,65.099998,64853360
28-10-2022,65.25,65.699997,62.299999,62.599998,62.599998,56787309
31-10-2022,63.599998,63.849998,62.099998,63.099998,63.099998,45949861
01-11-2022,63.5,63.75,62.700001,63.5,63.5,50425928
02-11-2022,63.75,64.699997,62.700001,63,63,52915032
03-11-2022,62.799999,62.799999,62,62.200001,62.200001,31729457
04-11-2022,62.75,63.650002,62.450001,63,63,35296904
07-11-2022,63.849998,65.449997,63.25,65.099998,65.099998,56815391
09-11-2022,65.449997,67.5,65,65.300003,65.300003,87424592
10-11-2022,65.5,65.949997,63.150002,63.950001,63.950001,44332611
11-11-2022,66,73.550003,65.5,72.800003,72.800003,397758848
14-11-2022,74.300003,75.449997,69.050003,69.599998,69.599998,186727024
15-11-2022,69.599998,71.150002,69.099998,69.949997,69.949997,68397103
16-11-2022,69.949997,70.5,67.699997,68.699997,68.699997,75425523
17-11-2022,68.400002,69.800003,67.5,67.699997,67.699997,60115704
18-11-2022,68.150002,69.349998,66.900002,67.150002,67.150002,62855692
21-11-2022,66.400002,66.400002,63.799999,64.300003,64.300003,85998316
22-11-2022,64.900002,64.900002,63.299999,63.950001,63.950001,50715391
23-11-2022,63.5,64.300003,61.400002,61.75,61.75,69815602
24-11-2022,62.299999,64.099998,62.049999,63.200001,63.200001,90679986
25-11-2022,64,64.900002,63.049999,64,64,74237526
28-11-2022,64.25,65.300003,63.799999,64.400002,64.400002,53453545
29-11-2022,64.400002,64.900002,63,63.549999,63.549999,32230342
30-11-2022,63,66.800003,61.900002,65.25,65.25,549718630
01-12-2022,66.5,67.150002,65.400002,66.650002,66.650002,83610566
02-12-2022,66.75,68.900002,66.5,68.550003,68.550003,96262543
05-12-2022,68.849998,69,65,65.449997,65.449997,85107187
06-12-2022,64.75,65.449997,64.449997,64.800003,64.800003,40042683
07-12-2022,65.099998,65.400002,64.099998,64.449997,64.449997,29775697
08-12-2022,64.800003,64.800003,63.650002,63.799999,63.799999,35341241
09-12-2022,64.199997,64.849998,63.900002,64.150002,64.150002,36490408
12-12-2022,64.150002,64.75,63.599998,64.400002,64.400002,20602398
13-12-2022,64.800003,65.199997,64.349998,64.599998,64.599998,21917723
14-12-2022,64.849998,65.449997,64.599998,65,65,24599687
15-12-2022,64.949997,65.25,63.799999,64.150002,64.150002,19011713
16-12-2022,63.75,64,61.849998,62.150002,62.150002,48220919
19-12-2022,62.400002,62.799999,62,62.150002,62.150002,21470297
20-12-2022,62.099998,63.200001,61.900002,62.849998,62.849998,32487667
21-12-2022,63.200001,63.5,60.849998,61.349998,61.349998,39979212
22-12-2022,61.799999,62.049999,58.549999,58.950001,58.950001,53936114
23-12-2022,58.299999,58.349998,53.200001,53.650002,53.650002,93022114
26-12-2022,53.950001,59.75,53.450001,58.150002,58.150002,83571451
27-12-2022,59.400002,60.599998,58.5,58.950001,58.950001,54205000
28-12-2022,58.5,60.799999,57.849998,60.150002,60.150002,70502428
29-12-2022,59.5,61.549999,59,60.849998,60.849998,24973807
30-12-2022,61,61.450001,59,59.299999,59.299999,33251260
02-01-2023,60.650002,60.700001,59.799999,60.299999,60.299999,18759536
03-01-2023,58.849998,59.549999,57.299999,58.950001,58.950001,49702768
04-01-2023,58.400002,58.700001,56,56.349998,56.349998,48975781
05-01-2023,56.950001,57.099998,55.599998,56.200001,56.200001,34448671
06-01-2023,56.200001,56.400002,54.950001,55.25,55.25,30272416
09-01-2023,56,57.25,55.75,56,56,35490334
10-01-2023,56,56.150002,53.799999,54.700001,54.700001,45966335
11-01-2023,55,56.150002,54.099998,54.349998,54.349998,32626665
12-01-2023,54.700001,55,52.950001,53.75,53.75,38856261
13-01-2023,54.099998,54.5,53.049999,53.25,53.25,38735350
16-01-2023,54,54.299999,52.5,52.700001,52.700001,35892303
17-01-2023,53,53.099998,50,50.150002,50.150002,77122987
18-01-2023,50.400002,51.450001,48.849998,51,51,84541855
19-01-2023,50.299999,51.900002,50.049999,51.099998,51.099998,54523340
20-01-2023,51.400002,52.25,50.549999,51.450001,51.450001,47355757
23-01-2023,51.900002,51.900002,50.650002,51,51,24658884
24-01-2023,51,52.299999,50.650002,52.099998,52.099998,47720352
25-01-2023,52,52.049999,44.349998,47.75,47.75,237764175
27-01-2023,49,51.799999,46.700001,46.950001,46.950001,169788452
30-01-2023,47.900002,48.549999,46.700001,47.400002,47.400002,54376637
31-01-2023,48,50.700001,46.450001,49.75,49.75,95398497
01-02-2023,50,51.049999,47.049999,48.150002,48.150002,68752685
02-02-2023,48.400002,48.900002,47.150002,47.5,47.5,40751688
03-02-2023,48.150002,49.25,47.700001,48.75,48.75,42497841
06-02-2023,48.700001,49.099998,47.549999,47.75,47.75,35956956
07-02-2023,48,51,47.599998,49.349998,49.349998,61077398
08-02-2023,51.200001,55.299999,51.099998,54.299999,54.299999,265595807
09-02-2023,54.700001,56.799999,53.400002,54.400002,54.400002,216398621
10-02-2023,52.700001,54.150002,50.700001,53.299999,53.299999,176950201
13-02-2023,53,53.700001,51.25,51.799999,51.799999,86162276
14-02-2023,51.799999,52.5,49.900002,50.349998,50.349998,79395202
15-02-2023,50.549999,50.900002,49.799999,50.25,50.25,49655881
16-02-2023,50.799999,51.799999,50.450001,51.400002,51.400002,48841966
17-02-2023,51.25,52.200001,50.700001,51.799999,51.799999,52862406
20-02-2023,51.900002,55.049999,51.75,54.599998,54.599998,93315254
21-02-2023,54.599998,56.150002,54.400002,55.349998,55.349998,100106053
22-02-2023,54.849998,55.400002,52.599998,52.950001,52.950001,75802021
23-02-2023,53,56,52.799999,54.950001,54.950001,118058937
24-02-2023,55.5,56.75,54,54.450001,54.450001,73440699
27-02-2023,54.700001,54.75,53.200001,53.599998,53.599998,38735556
28-02-2023,53.700001,54.400002,53,53.5,53.5,45414869
01-03-2023,53.5,55.349998,53.349998,54.950001,54.950001,42854827
02-03-2023,54.75,55.200001,54.349998,54.549999,54.549999,36256148
03-03-2023,54.900002,55.400002,53.200001,53.650002,53.650002,36943821
06-03-2023,54,54.950001,53.700001,53.950001,53.950001,33492583
08-03-2023,53.450001,55.299999,52.650002,54.799999,54.799999,44159725
09-03-2023,55.099998,56.349998,53.900002,54.049999,54.049999,56021946
10-03-2023,53.799999,54.5,53.299999,53.849998,53.849998,39226931
13-03-2023,53.950001,54.700001,51.599998,51.900002,51.900002,52374659
14-03-2023,52,52.5,50.200001,50.75,50.75,52247904
15-03-2023,51.5,52.200001,50.549999,50.75,50.75,38763143
16-03-2023,50.900002,53.700001,49.849998,53.049999,53.049999,61237058
17-03-2023,53.450001,55.75,53.049999,54.900002,54.900002,112918857
20-03-2023,53.599998,54.75,52.200001,53.549999,53.549999,65578919
21-03-2023,53.849998,54.150002,52.650002,53,53,31632951
22-03-2023,53.400002,53.900002,52.700001,53.099998,53.099998,38444991
